

Time, Pressure, T2

561,0.00,22.50

778,0.00,22.75

978,0.00,22.75

1180,0.00,22.50

1381,0.00,22.50

1583,0.00,22.50

1783,0.00,22.75

1985,0.00,22.50

2186,0.00,22.50

2387,0.00,22.75

2589,0.00,22.75

2790,0.00,22.50

2992,0.00,22.75

3192,0.00,22.75

3394,0.00,22.50

3595,0.00,22.50

3796,0.00,22.75

3997,0.00,22.75

4199,0.00,22.75

4401,0.00,22.75

4601,0.00,22.75

4803,0.00,22.75

5004,0.00,22.75

5206,0.00,22.75

5406,0.00,22.50

5608,0.00,22.50

5809,0.00,22.50

6010,0.00,22.75

6211,0.00,22.75

6413,0.00,22.75

6615,0.00,22.75

6815,0.00,22.75

7017,0.00,22.50

7218,0.00,22.50

7419,0.00,22.50

7620,0.00,22.75

7822,0.00,22.75

8023,0.00,22.50

8224,0.00,22.50

8426,0.00,22.75

8627,0.00,22.75

8828,0.00,22.50

9029,0.00,22.75

9231,0.00,22.75

9432,0.00,22.50

9633,0.00,22.75

9834,0.00,22.75

10036,0.00,22.75

10237,0.00,22.50

10438,0.00,22.75

10640,0.00,22.50

10841,0.00,22.75

11042,0.00,22.50

11244,0.00,22.75

11445,0.00,22.75

11646,0.00,22.75

11847,0.00,22.50

12049,0.00,22.75

12251,0.00,22.75

12451,0.00,22.50

12653,0.00,22.50

12854,0.00,22.75

13056,0.00,22.75

13257,0.00,22.75

13458,0.00,22.50

13660,0.00,22.75

13860,0.00,22.50

14062,0.00,22.75

14264,0.00,22.75

14465,0.00,22.50

14666,0.00,22.75

14867,0.00,22.50

15069,0.00,22.75

15270,0.00,22.75

15471,0.00,22.75

15673,0.00,22.50

15874,0.00,22.50

16075,0.00,22.75

16277,0.00,22.75

16478,0.00,22.75

16679,0.00,22.75

16880,0.00,22.75

17082,0.00,22.75

17283,0.00,22.50

17484,0.00,22.50

17686,0.00,22.75

17887,0.00,22.75

18088,0.00,22.75

18289,0.00,22.75

18491,0.00,22.50

18693,0.00,22.75

18893,0.00,22.75

19095,0.00,22.50

19296,0.00,22.75

19497,0.00,22.50

19699,0.00,22.50

19900,0.00,22.50

20102,0.00,22.50

20302,0.00,22.75

20504,0.00,22.75

20706,0.00,22.50

20907,0.00,22.75

21108,0.00,22.75

21309,0.00,22.75

21511,0.00,22.50

21712,0.00,22.75

21913,0.00,22.50

22115,0.00,22.50

22316,0.00,22.50

22517,0.00,22.75

22719,0.00,22.75

22920,0.00,22.75

23121,0.00,22.75

23322,0.00,22.75

23524,0.00,22.75

23726,0.00,22.50

23926,0.00,22.50

24128,0.00,22.75

24329,0.00,22.50

24530,0.00,22.75

24732,0.00,22.75

24933,0.00,22.75

25135,0.00,22.75

25335,0.00,22.50

25537,0.00,22.50

25739,0.00,22.75

25939,0.00,22.75

26141,0.00,22.50

26342,0.00,22.75

26544,0.00,22.50

26745,0.00,22.75

26946,0.00,22.75

27148,0.00,22.75

27348,0.00,22.50

27550,0.00,22.50

27752,0.00,22.50

27953,0.00,22.50

28154,0.00,22.75

28355,0.00,22.75

28557,0.00,22.50

28758,0.00,22.75

28959,0.00,22.50

29161,0.00,22.50

29362,0.00,22.50

29563,0.00,22.50

29764,0.00,22.75

29966,0.00,22.50

30168,0.00,22.50

30368,0.00,22.50

30570,0.00,22.50

30771,0.00,22.50

30972,0.00,22.75

31174,0.00,22.75

31375,0.00,22.75

31577,0.00,22.75

31777,0.00,22.50

31979,0.00,22.50

32181,0.00,22.75

32381,0.00,22.75

32583,0.00,22.75

32784,0.00,22.50

32986,0.00,22.75

33187,0.00,22.75

33388,0.00,22.75

33590,0.00,22.75

33790,0.00,22.75

33992,0.00,22.50

34194,0.00,22.75

34395,0.00,22.75

34596,0.00,22.75

34797,0.00,22.50

34999,0.00,22.50

35201,0.00,22.75

35401,0.00,22.50

35603,0.00,22.50

35804,0.00,22.75

36005,0.00,22.75

36207,0.00,22.75

36408,0.00,22.50

36610,0.00,22.75

36810,0.00,22.75

37012,0.00,22.75

37214,0.00,22.75

37414,0.00,22.75

37616,0.00,22.75

37817,0.00,22.50

38019,0.00,22.50

38220,0.00,22.75

38421,0.00,22.50

38623,0.00,22.75

38823,0.00,22.75

39025,0.00,22.75

39227,0.00,22.75

39428,0.00,22.75

39629,0.00,22.50

39830,0.00,22.75

40032,0.00,22.50

40233,0.00,22.50

40434,0.00,22.50

40636,0.00,22.50

40837,0.00,22.50

41038,0.00,22.50

41239,0.00,22.50

41441,0.00,22.50

41643,0.00,22.50

41843,0.00,22.50

42045,0.00,22.50

42246,0.00,22.50

42447,0.00,22.50

42649,0.00,22.50

42850,0.00,22.50

43052,0.00,22.50

48286,52.79,22.25

48488,55.72,22.25

48690,52.79,22.25

48890,55.72,22.25

49092,52.79,22.25

49294,55.72,22.25

49495,52.79,22.25

49696,52.79,22.25

49898,52.79,22.00

50099,52.79,22.25

50300,52.79,22.00

50502,52.79,22.25

50703,52.79,22.25

50905,52.79,22.00

51106,52.79,22.00

51308,52.79,22.00

51509,52.79,22.00

51710,52.79,22.25

51912,52.79,22.00

52113,52.79,22.00

52315,52.79,22.00

52516,52.79,22.00

52717,52.79,22.00

52919,52.79,22.00

53121,52.79,22.00

53321,52.79,22.00

53523,52.79,22.00

53725,49.85,22.00

53925,52.79,22.00

54127,52.79,22.00

54329,52.79,22.00

54531,52.79,22.00

54731,49.85,22.00

54933,52.79,22.00

55135,49.85,22.00

55335,52.79,22.00

55537,52.79,22.00

55739,49.85,22.00

55940,52.79,22.00

56141,52.79,22.00

56343,52.79,22.00

56544,52.79,22.00

56745,52.79,22.00

56947,52.79,22.00

57148,52.79,22.00

57350,52.79,22.00

